Site_number,time,Ensemble,Accoustic_Frequency_kHz,Transducer_radius_m,Beam_angle_degrees,Beam_aspect_ratio,Number_of_Cells,Bin_Size_m,Blanking_distance_m,Instrument_serial_number,CPU_serial_number,Ambient_Noise_Level_Beam_1_Counts,Ambient_Noise_Level_Beam_2_Counts,Distance_to_Bin_1_mid_point_m,Speed_of_sound_m_per_s,Temperature_degC,Pressure_dbar,Distance_to_surface_m,Power_supply_voltage
120001A,21-Feb-2000 22:00:00,1279,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.993025,15,3.270255703,3.270255703,12
120001A,21-Feb-2000 23:00:00,1288,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.993138,15,3.274721745,3.274721745,12
120001A,22-Feb-2000 00:00:00,1297,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.993311,15,3.281491356,3.281491356,12
120001A,22-Feb-2000 01:00:00,1306,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.993486,15,3.288389412,3.288389412,12
120001A,22-Feb-2000 02:00:00,1315,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.993662,15,3.295280404,3.295280404,12
120001A,22-Feb-2000 03:00:00,1324,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.993837,15,3.3021644,3.3021644,12
120001A,22-Feb-2000 04:00:00,1333,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.993975,15,3.307608158,3.307608158,12
120001A,22-Feb-2000 05:00:00,1342,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.994622,15,3.333017134,3.333017134,12
120001A,22-Feb-2000 06:00:00,1351,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.995999,15,3.387110078,3.387110078,12
120001A,22-Feb-2000 07:00:00,1360,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.997252,15,3.43635044,3.43635044,12
120001A,22-Feb-2000 08:00:00,1369,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.998208,15,3.47391332,3.47391332,12
120001A,22-Feb-2000 09:00:00,1378,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.998256,15,3.475787265,3.475787265,12
120001A,22-Feb-2000 10:00:00,1387,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.99828,15,3.476725033,3.476725033,12
120001A,22-Feb-2000 11:00:00,1396,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.998383,15,3.480781984,3.480781984,12
120001A,22-Feb-2000 12:00:00,1405,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.998547,15,3.487220545,3.487220545,12
120001A,22-Feb-2000 13:00:00,1414,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.998716,15,3.493865146,3.493865146,12
120001A,22-Feb-2000 14:00:00,1423,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.998885,15,3.500503523,3.500503523,12
120001A,22-Feb-2000 15:00:00,1432,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.999054,15,3.507135656,3.507135656,12
120001A,22-Feb-2000 16:00:00,1441,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.999224,15,3.513836923,3.513836923,12
120001A,22-Feb-2000 17:00:00,1450,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.999324,15,3.517757976,3.517757976,12
120001A,22-Feb-2000 18:00:00,1459,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.99956,15,3.527005777,3.527005777,12
120001A,22-Feb-2000 19:00:00,1468,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1465.999815,15,3.537037324,3.537037324,12
120001A,22-Feb-2000 20:00:00,1477,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.00007,15,3.547051487,3.547051487,12
120001A,22-Feb-2000 21:00:00,1486,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.000359,15,3.558410874,3.558410874,12
120001A,22-Feb-2000 22:00:00,1495,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.000439,15,3.561575456,3.561575456,12
120001A,22-Feb-2000 23:00:00,1504,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.000876,15,3.578712695,3.578712695,12
120001A,23-Feb-2000 00:00:00,1513,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.002008,15,3.623197021,3.623197021,12
120001A,23-Feb-2000 01:00:00,1522,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.002877,15,3.657355586,3.657355586,12
120001A,23-Feb-2000 02:00:00,1531,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.004016,15,3.702103415,3.702103415,12
120001A,23-Feb-2000 03:00:00,1540,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.005216,15,3.749231463,3.749231463,12
120001A,23-Feb-2000 04:00:00,1549,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.006563,15,3.802175803,3.802175803,12
120001A,23-Feb-2000 05:00:00,1558,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.007719,15,3.84759806,3.84759806,12
120001A,23-Feb-2000 06:00:00,1567,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.00892,15,3.894789162,3.894789162,12
120001A,23-Feb-2000 07:00:00,1576,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.010415,15,3.953494964,3.953494964,12
120001A,23-Feb-2000 08:00:00,1585,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.01222,15,4.024412881,4.024412881,12
120001A,23-Feb-2000 09:00:00,1594,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.013915,15,4.091006511,4.091006511,12
120001A,23-Feb-2000 10:00:00,1603,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.015349,15,4.147368053,4.147368053,12
120001A,23-Feb-2000 11:00:00,1612,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.016232,15,4.182037707,4.182037707,12
120001A,23-Feb-2000 12:00:00,1621,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.016238,15,4.182293375,4.182293375,12
120001A,23-Feb-2000 13:00:00,1630,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.015926,15,4.170019707,4.170019707,12
120001A,23-Feb-2000 14:00:00,1639,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.015512,15,4.153756642,4.153756642,12
120001A,23-Feb-2000 15:00:00,1648,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.015404,15,4.149517385,4.149517385,12
120001A,23-Feb-2000 16:00:00,1657,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.015427,15,4.150439024,4.150439024,12
120001A,23-Feb-2000 17:00:00,1666,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.015483,15,4.152640584,4.152640584,12
120001A,23-Feb-2000 18:00:00,1675,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.016106,15,4.177118295,4.177118295,12
120001A,23-Feb-2000 19:00:00,1684,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.016893,15,4.208005137,4.208005137,12
120001A,23-Feb-2000 20:00:00,1693,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.0178,15,4.243646943,4.243646943,12
120001A,23-Feb-2000 21:00:00,1702,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.019054,15,4.292905903,4.292905903,12
120001A,23-Feb-2000 22:00:00,1711,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.020351,15,4.343875398,4.343875398,12
120001A,23-Feb-2000 23:00:00,1720,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.021982,15,4.407974095,4.407974095,12
120001A,24-Feb-2000 00:00:00,1729,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.023829,15,4.480532061,4.480532061,12
120001A,24-Feb-2000 01:00:00,1738,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.025401,15,4.542307635,4.542307635,12
120001A,24-Feb-2000 02:00:00,1747,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.026994,15,4.604888213,4.604888213,12
120001A,24-Feb-2000 03:00:00,1756,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.028166,15,4.650917975,4.650917975,12
120001A,24-Feb-2000 04:00:00,1765,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.029093,15,4.68736109,4.68736109,12
120001A,24-Feb-2000 05:00:00,1774,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.029632,15,4.708523516,4.708523516,12
120001A,24-Feb-2000 06:00:00,1783,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.030211,15,4.731260238,4.731260238,12
120001A,24-Feb-2000 07:00:00,1792,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.03115,15,4.768146367,4.768146367,12
120001A,24-Feb-2000 08:00:00,1801,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.032394,15,4.817040945,4.817040945,12
120001A,24-Feb-2000 09:00:00,1810,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.034106,15,4.884314854,4.884314854,12
120001A,24-Feb-2000 10:00:00,1819,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.036473,15,4.977314226,4.977314226,12
120001A,24-Feb-2000 11:00:00,1828,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.03953,15,5.097417473,5.097417473,12
120001A,24-Feb-2000 12:00:00,1837,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.043413,15,5.249966365,5.249966365,12
120001A,24-Feb-2000 13:00:00,1846,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.047902,15,5.426316665,5.426316665,12
120001A,24-Feb-2000 14:00:00,1855,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.052538,15,5.608467511,5.608467511,12
120001A,24-Feb-2000 15:00:00,1864,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.057291,15,5.79521773,5.79521773,12
120001A,24-Feb-2000 16:00:00,1873,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.061776,15,5.971418723,5.971418723,12
120001A,24-Feb-2000 17:00:00,1882,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.06654,15,6.158578901,6.158578901,12
120001A,24-Feb-2000 18:00:00,1891,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.070977,15,6.332909074,6.332909074,12
120001A,24-Feb-2000 19:00:00,1900,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.075607,15,6.514812685,6.514812685,12
120001A,24-Feb-2000 20:00:00,1909,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.079431,15,6.665046254,6.665046254,12
120001A,24-Feb-2000 21:00:00,1918,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.082441,15,6.78330329,6.78330329,12
120001A,24-Feb-2000 22:00:00,1927,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.084681,15,6.871330421,6.871330421,12
120001A,24-Feb-2000 23:00:00,1936,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.085404,15,6.899726518,6.899726518,12
120001A,25-Feb-2000 00:00:00,1945,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.085119,15,6.88852701,6.88852701,12
120001A,25-Feb-2000 01:00:00,1954,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.084694,15,6.871837976,6.871837976,12
120001A,25-Feb-2000 02:00:00,1963,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.083911,15,6.841056825,6.841056825,12
120001A,25-Feb-2000 03:00:00,1972,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.081726,15,6.755226967,6.755226967,12
120001A,25-Feb-2000 04:00:00,1981,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.079251,15,6.657985165,6.657985165,12
120001A,25-Feb-2000 05:00:00,1990,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.076758,15,6.560041224,6.560041224,12
120001A,25-Feb-2000 06:00:00,1999,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.073564,15,6.434548931,6.434548931,12
120001A,25-Feb-2000 07:00:00,2008,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.07072,15,6.322803976,6.322803976,12
120001A,25-Feb-2000 08:00:00,2017,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.067665,15,6.202799604,6.202799604,12
120001A,25-Feb-2000 09:00:00,2026,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.065029,15,6.099212882,6.099212882,12
120001A,25-Feb-2000 10:00:00,2035,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.062045,15,5.981992185,5.981992185,12
120001A,25-Feb-2000 11:00:00,2044,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.059456,15,5.880271711,5.880271711,12
120001A,25-Feb-2000 12:00:00,2053,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.05763,15,5.808524895,5.808524895,12
120001A,25-Feb-2000 13:00:00,2062,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.055752,15,5.734759745,5.734759745,12
120001A,25-Feb-2000 14:00:00,2071,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.054133,15,5.671136167,5.671136167,12
120001A,25-Feb-2000 15:00:00,2080,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.052601,15,5.610951606,5.610951606,12
120001A,25-Feb-2000 16:00:00,2089,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.051048,15,5.549927894,5.549927894,12
120001A,25-Feb-2000 17:00:00,2098,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.049833,15,5.502198367,5.502198367,12
120001A,25-Feb-2000 18:00:00,2107,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.048791,15,5.46126898,5.46126898,12
120001A,25-Feb-2000 19:00:00,2116,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.047555,15,5.41269939,5.41269939,12
120001A,25-Feb-2000 20:00:00,2125,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.046523,15,5.372151338,5.372151338,12
120001A,25-Feb-2000 21:00:00,2134,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.045478,15,5.331091569,5.331091569,12
120001A,25-Feb-2000 22:00:00,2143,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.044661,15,5.299001622,5.299001622,12
120001A,25-Feb-2000 23:00:00,2152,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.043826,15,5.266172585,5.266172585,12
120001A,26-Feb-2000 00:00:00,2161,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.042961,15,5.232190394,5.232190394,12
120001A,26-Feb-2000 01:00:00,2170,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.042275,15,5.205248983,5.205248983,12
120001A,26-Feb-2000 02:00:00,2179,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.041595,15,5.178547148,5.178547148,12
120001A,26-Feb-2000 03:00:00,2188,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040934,15,5.152583768,5.152583768,12
120001A,26-Feb-2000 04:00:00,2197,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040466,15,5.134183738,5.134183738,12
120001A,26-Feb-2000 05:00:00,2206,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040033,15,5.117170466,5.117170466,12
120001A,26-Feb-2000 06:00:00,2215,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.039622,15,5.101022855,5.101022855,12
120001A,26-Feb-2000 07:00:00,2224,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.039248,15,5.086305413,5.086305413,12
120001A,26-Feb-2000 08:00:00,2233,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.038873,15,5.071594331,5.071594331,12
120001A,26-Feb-2000 09:00:00,2242,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.038487,15,5.056426831,5.056426831,12
120001A,26-Feb-2000 10:00:00,2251,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.038087,15,5.040715451,5.040715451,12
120001A,26-Feb-2000 11:00:00,2260,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037621,15,5.022411486,5.022411486,12
120001A,26-Feb-2000 12:00:00,2269,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037559,15,5.019966185,5.019966185,12
120001A,26-Feb-2000 13:00:00,2278,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037566,15,5.020239095,5.020239095,12
120001A,26-Feb-2000 14:00:00,2287,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037573,15,5.020512023,5.020512023,12
120001A,26-Feb-2000 15:00:00,2296,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.03758,15,5.020784944,5.020784944,12
120001A,26-Feb-2000 16:00:00,2305,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037587,15,5.02105783,5.02105783,12
120001A,26-Feb-2000 17:00:00,2314,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037625,15,5.022576885,5.022576885,12
120001A,26-Feb-2000 18:00:00,2323,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037766,15,5.028105962,5.028105962,12
120001A,26-Feb-2000 19:00:00,2332,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.037981,15,5.036533272,5.036533272,12
120001A,26-Feb-2000 20:00:00,2341,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.038197,15,5.045051003,5.045051003,12
120001A,26-Feb-2000 21:00:00,2350,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.038414,15,5.053560823,5.053560823,12
120001A,26-Feb-2000 22:00:00,2359,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.038614,15,5.06143135,5.06143135,12
120001A,26-Feb-2000 23:00:00,2368,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.038789,15,5.068281276,5.068281276,12
120001A,27-Feb-2000 00:00:00,2377,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.038866,15,5.071297175,5.071297175,12
120001A,27-Feb-2000 01:00:00,2386,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.039377,15,5.091400658,5.091400658,12
120001A,27-Feb-2000 02:00:00,2395,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.039926,15,5.112960876,5.112960876,12
120001A,27-Feb-2000 03:00:00,2404,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040092,15,5.119482742,5.119482742,12
120001A,27-Feb-2000 04:00:00,2413,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040245,15,5.125494039,5.125494039,12
120001A,27-Feb-2000 05:00:00,2422,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040439,15,5.13312098,5.13312098,12
120001A,27-Feb-2000 06:00:00,2431,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040552,15,5.137557472,5.137557472,12
120001A,27-Feb-2000 07:00:00,2440,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.040983,15,5.154480788,5.154480788,12
120001A,27-Feb-2000 08:00:00,2449,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.041256,15,5.165222616,5.165222616,12
120001A,27-Feb-2000 09:00:00,2458,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.041516,15,5.17542952,5.17542952,12
120001A,27-Feb-2000 10:00:00,2467,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.041776,15,5.185634204,5.185634204,12
120001A,27-Feb-2000 11:00:00,2476,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.042064,15,5.196948612,5.196948612,12
120001A,27-Feb-2000 12:00:00,2485,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.0421,15,5.19837587,5.19837587,12
120001A,27-Feb-2000 13:00:00,2494,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.042104,15,5.198516418,5.198516418,12
120001A,27-Feb-2000 14:00:00,2503,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.042107,15,5.198661555,5.198661555,12
120001A,27-Feb-2000 15:00:00,2512,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.042111,15,5.19880669,5.19880669,12
120001A,27-Feb-2000 16:00:00,2521,1200,0.026084237,20,24,128,0.2,0.2,an_alpha_numeric_string,an_alpha_numeric_string,40,40,0.3,1466.042115,15,5.198951823,5.198951823,12
