Site_number,time,Echo_Intensity_Counts_cell_1,Echo_Intensity_Counts_cell_2,Echo_Intensity_Counts_cell_3,Echo_Intensity_Counts_cell_4,Echo_Intensity_Counts_cell_5,Echo_Intensity_Counts_cell_6,Echo_Intensity_Counts_cell_7,Echo_Intensity_Counts_cell_8,Echo_Intensity_Counts_cell_9,Echo_Intensity_Counts_cell_10,Echo_Intensity_Counts_cell_11,Echo_Intensity_Counts_cell_12,Echo_Intensity_Counts_cell_13,Echo_Intensity_Counts_cell_14,Echo_Intensity_Counts_cell_15,Echo_Intensity_Counts_cell_16,Echo_Intensity_Counts_cell_17,Echo_Intensity_Counts_cell_18,Echo_Intensity_Counts_cell_19,Echo_Intensity_Counts_cell_20,Echo_Intensity_Counts_cell_21,Echo_Intensity_Counts_cell_22,Echo_Intensity_Counts_cell_23,Echo_Intensity_Counts_cell_24,Echo_Intensity_Counts_cell_25,Echo_Intensity_Counts_cell_26,Echo_Intensity_Counts_cell_27,Echo_Intensity_Counts_cell_28,Echo_Intensity_Counts_cell_29,Echo_Intensity_Counts_cell_30,Echo_Intensity_Counts_cell_31,Echo_Intensity_Counts_cell_32,Echo_Intensity_Counts_cell_33,Echo_Intensity_Counts_cell_34,Echo_Intensity_Counts_cell_35,Echo_Intensity_Counts_cell_36,Echo_Intensity_Counts_cell_37,Echo_Intensity_Counts_cell_38,Echo_Intensity_Counts_cell_39,Echo_Intensity_Counts_cell_40,Echo_Intensity_Counts_cell_41,Echo_Intensity_Counts_cell_42,Echo_Intensity_Counts_cell_43,Echo_Intensity_Counts_cell_44,Echo_Intensity_Counts_cell_45,Echo_Intensity_Counts_cell_46,Echo_Intensity_Counts_cell_47,Echo_Intensity_Counts_cell_48,Echo_Intensity_Counts_cell_49,Echo_Intensity_Counts_cell_50,Echo_Intensity_Counts_cell_51,Echo_Intensity_Counts_cell_52,Echo_Intensity_Counts_cell_53,Echo_Intensity_Counts_cell_54,Echo_Intensity_Counts_cell_55,Echo_Intensity_Counts_cell_56,Echo_Intensity_Counts_cell_57,Echo_Intensity_Counts_cell_58,Echo_Intensity_Counts_cell_59,Echo_Intensity_Counts_cell_60,Echo_Intensity_Counts_cell_61,Echo_Intensity_Counts_cell_62,Echo_Intensity_Counts_cell_63,Echo_Intensity_Counts_cell_64,Echo_Intensity_Counts_cell_65,Echo_Intensity_Counts_cell_66,Echo_Intensity_Counts_cell_67,Echo_Intensity_Counts_cell_68,Echo_Intensity_Counts_cell_69,Echo_Intensity_Counts_cell_70,Echo_Intensity_Counts_cell_71,Echo_Intensity_Counts_cell_72,Echo_Intensity_Counts_cell_73,Echo_Intensity_Counts_cell_74,Echo_Intensity_Counts_cell_75,Echo_Intensity_Counts_cell_76,Echo_Intensity_Counts_cell_77,Echo_Intensity_Counts_cell_78,Echo_Intensity_Counts_cell_79,Echo_Intensity_Counts_cell_80,Echo_Intensity_Counts_cell_81,Echo_Intensity_Counts_cell_82,Echo_Intensity_Counts_cell_83,Echo_Intensity_Counts_cell_84,Echo_Intensity_Counts_cell_85,Echo_Intensity_Counts_cell_86,Echo_Intensity_Counts_cell_87,Echo_Intensity_Counts_cell_88,Echo_Intensity_Counts_cell_89,Echo_Intensity_Counts_cell_90,Echo_Intensity_Counts_cell_91,Echo_Intensity_Counts_cell_92,Echo_Intensity_Counts_cell_93,Echo_Intensity_Counts_cell_94,Echo_Intensity_Counts_cell_95,Echo_Intensity_Counts_cell_96,Echo_Intensity_Counts_cell_97,Echo_Intensity_Counts_cell_98,Echo_Intensity_Counts_cell_99,Echo_Intensity_Counts_cell_100,Echo_Intensity_Counts_cell_101,Echo_Intensity_Counts_cell_102,Echo_Intensity_Counts_cell_103,Echo_Intensity_Counts_cell_104,Echo_Intensity_Counts_cell_105,Echo_Intensity_Counts_cell_106,Echo_Intensity_Counts_cell_107,Echo_Intensity_Counts_cell_108,Echo_Intensity_Counts_cell_109,Echo_Intensity_Counts_cell_110,Echo_Intensity_Counts_cell_111,Echo_Intensity_Counts_cell_112,Echo_Intensity_Counts_cell_113,Echo_Intensity_Counts_cell_114,Echo_Intensity_Counts_cell_115,Echo_Intensity_Counts_cell_116,Echo_Intensity_Counts_cell_117,Echo_Intensity_Counts_cell_118,Echo_Intensity_Counts_cell_119,Echo_Intensity_Counts_cell_120,Echo_Intensity_Counts_cell_121,Echo_Intensity_Counts_cell_122,Echo_Intensity_Counts_cell_123,Echo_Intensity_Counts_cell_124,Echo_Intensity_Counts_cell_125,Echo_Intensity_Counts_cell_126,Echo_Intensity_Counts_cell_127,Echo_Intensity_Counts_cell_128
120001A,29-Feb-2000 18:00:00,192.965755,197.0562488,191.8156478,192.4805288,192.6422732,188.8220629,186.8861167,183.3832201,178.1874428,177.6695981,173.9524408,172.1683347,168.5459471,168.6162012,170.4811459,168.9566668,164.7009187,161.4984681,160.7378324,160.9090968,159.7435338,156.6837756,157.9397066,156.4982851,152.9014592,155.0834424,150.999655,153.2784907,149.8449574,149.4565772,147.1492677,146.1076035,144.0285223,142.7382719,142.1826172,144.9630021,139.4088968,139.4649528,135.3842236,138.5796616,140.113089,135.0712178,133.4031888,136.2418347,132.9308095,133.5644532,131.0732547,133.9334683,126.8110523,128.8908029,127.0194506,125.8179521,126.4182346,123.6966534,127.0608592,123.5841245,122.0031644,123.2449318,122.9570399,121.5311112,120.5346417,121.372347,119.1064272,117.6208513,114.7199492,115.8297378,113.0089291,114.6835976,115.1682579,115.3734505,114.2924259,112.8406046,110.5364227,110.8803096,111.7571675,109.6683378,108.452214,109.3534454,109.5376065,106.658554,109.3010702,106.6802391,103.5549644,102.9982157,104.4403094,103.4270462,102.8701952,102.2219635,100.706721,98.84098226,99.90683025,98.4432063,96.71629935,94.62118104,97.28780162,94.71347931,95.54122833,93.28447888,92.88679352,92.75714498,90.05933546,93.54366814,92.03199626,90.02063724,90.31938432,90.70098207,89.93735316,86.56208509,89.34013257,86.71596075,85.73997093,85.41135246,86.00212736,84.28310339,85.27730779,83.79823629,85.42253323,83.03763198,79.95571778,81.27833341,80.5655069,81.32971513,77.64772649,77.98073418,80.23113323,76.726154,77.43758553,73.51540987
120001A,29-Feb-2000 19:00:00,193.6050368,194.9826097,196.3008533,192.177625,191.8203735,187.6316156,186.8393267,185.730363,177.9779033,177.769004,176.283505,173.0659616,171.6238436,171.3817321,169.3211583,167.7600659,166.1638572,163.1605366,159.943459,159.9486715,159.9918798,156.0025079,159.2336156,153.134221,150.6704884,151.0929493,153.3539384,150.1981838,149.9330515,150.8524812,149.9654722,145.6813978,145.2911962,141.9477999,143.7946825,141.9877396,141.3756723,139.131249,141.0115432,136.8851776,139.4325723,135.0360317,135.1444382,132.1530579,134.6941754,134.4637178,132.1332879,129.7962168,131.3945974,130.361778,128.8860033,126.4520669,124.3338189,127.2327516,125.1266474,123.5632865,124.1507012,121.1629242,123.1834813,120.9789293,119.3399703,121.4647884,116.1245108,117.4201926,116.6115294,119.2373087,116.7838288,114.1427643,115.9128849,114.4677846,111.7508846,111.1921337,111.6997664,108.9005805,110.6913831,107.6916017,108.3816444,106.6475675,108.7754636,105.1954147,104.2793861,105.3881212,103.2473582,104.7180301,103.8051922,102.2039019,101.9450334,101.538133,102.3358328,101.4461989,98.64820249,97.75170863,100.6981396,98.61718848,96.62031054,97.72568827,97.77619295,97.56094819,96.92916606,91.56120054,94.02914153,89.31549547,89.10492841,89.59320309,87.18859122,89.31126425,87.21722041,86.52508071,88.51755685,89.22588899,87.19360984,82.97858765,84.39288287,84.68638674,81.74485868,85.26612588,85.13250842,83.50270369,83.14868396,79.55695607,80.58323621,79.81794924,78.59097162,77.63534444,77.77131244,78.48299185,76.68730906,75.51406076
120001A,29-Feb-2000 20:00:00,192.8036731,194.8698008,191.138702,192.8295723,190.0754246,186.9284481,185.2098417,183.8438964,182.6909767,176.2525255,178.672801,173.5598856,170.7145418,169.9163225,169.873271,167.1488079,166.5080238,165.5232471,161.2201587,160.362177,156.238705,157.1685725,154.7241704,155.2801754,155.1695477,152.8390155,152.616952,148.7866873,149.1779831,146.9751238,143.6130149,143.2122288,148.2431188,145.9721517,143.7576692,138.5748027,141.4263379,139.5738314,140.7193385,138.1215866,135.9650632,137.3212895,136.274786,135.6197025,130.1315597,129.2514439,130.8950926,131.8240283,131.0309045,128.5786944,128.8775283,129.2614729,127.4017783,124.5862951,125.8961941,123.6702818,126.1470988,121.3664544,121.4465389,121.0722605,118.8208922,120.2008049,115.702433,114.394802,118.7557912,117.944269,114.8868481,114.2574563,113.4655505,114.846148,111.8084628,113.8290504,111.6328613,111.3275648,107.9152372,107.861855,109.5250971,108.3878345,108.9721381,104.9231467,106.5725419,106.6770294,104.3401487,104.8006859,105.8373351,103.0865534,103.0066799,98.9785155,101.1643691,99.34614206,102.2206411,98.46035398,99.50700185,99.15170888,96.57334347,96.40265759,93.78159942,94.50620944,93.54473077,92.72593268,89.59815963,92.04212117,90.35464866,91.48254582,88.84050034,87.49592086,87.8949478,85.85882815,84.74663509,87.13771509,86.57006455,86.92131891,84.80360879,85.84015678,83.63335807,80.08766912,82.81096838,82.26380365,83.84327715,82.02058895,79.52911716,80.46695116,79.05982794,75.77336227,78.2156677,78.97843776,78.58997314,75.55720146
120001A,29-Feb-2000 21:00:00,191.3378513,196.4754501,192.2684388,189.8302028,189.6851987,188.4150774,184.2976873,182.2712352,180.581279,177.8719634,172.6499597,174.9875658,173.2986815,167.3754316,168.7547876,168.9739423,164.6331063,164.7031858,160.7671166,161.0193963,157.922259,156.3747261,156.3060284,153.2499379,153.4341714,154.6267113,151.1250161,148.6790752,147.5364582,150.6173697,143.6599259,146.1575247,146.4355923,143.5475741,142.8075072,143.077188,138.9330516,139.1871944,136.9332857,136.7355278,136.4762415,137.4148046,132.7182144,135.7184439,134.4577454,131.3137938,130.7941268,128.5734494,129.3898842,128.4261452,130.7811429,125.7992985,128.0033627,122.5851419,123.2133459,123.4681231,125.6893102,119.1445963,122.7051451,122.9304758,119.9534,122.6066262,121.5925374,116.7082278,116.8251847,114.5384663,112.3154331,112.5107779,115.2754481,115.6612066,111.958748,111.3207893,111.4932319,113.271746,109.5959884,111.0344327,106.6374868,109.7123842,105.7711296,106.424343,103.3435853,105.1534436,101.574534,104.3128777,104.1309153,101.1959039,101.9236273,103.376428,97.91118147,98.74785626,99.82104555,97.00170218,98.35671186,98.91713388,98.41944225,97.73661718,95.00077614,96.07809783,91.53677714,90.48093096,94.94257983,93.101366,93.03457879,91.76448318,88.97196813,91.2028398,87.5244392,87.31710575,88.81679047,88.44200587,83.22930852,85.15076286,83.07709668,83.26992108,80.97958512,84.53186257,82.4274415,82.48947152,83.87191789,82.18599446,78.14497974,79.17130046,76.98344288,80.22578688,78.11017437,77.92622465,75.08649275,73.81462023
120001A,29-Feb-2000 22:00:00,191.4487869,194.8316332,191.5820531,190.9281847,191.5043014,185.4059602,184.4004804,179.8545055,181.2339189,177.0744363,174.776495,172.0224327,169.6970428,168.8159789,168.5211305,167.4750169,165.8500754,163.1197486,163.2531821,160.3396297,159.09097,155.3835647,155.0500922,154.5682216,152.6467366,153.8466517,152.6370495,150.0990411,150.1848885,148.6738476,146.5085674,148.787563,146.4652923,142.2430077,143.1341795,142.6365122,141.1727991,138.6634589,135.3090681,135.4552732,135.3208843,137.4143789,135.7371158,135.1338605,132.0446935,128.6609162,132.4240758,131.5209481,132.9259264,129.2715417,127.0674555,129.9955016,128.6381764,128.3143042,125.2588549,123.3123367,122.7533276,122.0337434,118.890708,118.418375,121.2760087,117.4906195,116.6219483,117.7959848,117.0402672,113.4966194,115.5733574,118.0196289,112.8617954,115.59161,113.4637401,109.9439871,111.7331243,111.1401098,110.3918373,106.6788915,106.5928494,105.0614011,108.646032,105.8008601,103.5625631,101.4696499,105.1307967,105.767114,103.9646011,104.8968572,99.77096187,100.1435816,100.3764062,98.88720188,99.8738571,97.74861128,100.5469242,93.99669498,96.43274003,96.98961105,94.75137423,91.9062293,92.40791499,93.45583011,95.17376644,91.47879475,90.31250041,88.26037602,87.70460176,86.50926165,91.90575822,87.75843666,88.98974587,89.01132665,86.70038113,84.64480981,85.37868887,82.72724228,81.43474685,85.40725501,80.25741144,80.8130719,82.54023507,82.29881446,83.25757349,77.30648001,77.21555695,80.11604247,80.44938956,76.0844427,75.54886943,77.55454131
120001A,29-Feb-2000 23:00:00,194.0870941,191.2975674,194.8888918,193.3139985,189.960778,186.252423,184.975538,183.5771077,180.6998254,178.8597565,176.6114305,173.5202804,169.3630799,169.4629841,166.8637732,165.9796769,164.2393737,164.2496583,163.0249583,162.9134245,157.2883177,161.0242664,154.1971248,154.1462302,150.4921885,152.3664304,151.9100393,150.3491769,149.2079975,148.6679762,146.0145561,146.2720566,141.6372204,144.3274226,141.2111317,139.7953376,140.10261,141.846746,138.2208802,137.5404515,136.0079034,136.5984595,138.1529977,134.983356,134.3392599,132.217357,132.7419101,129.072861,131.9107502,128.5864978,124.1786629,125.1692406,126.4985848,126.4065897,126.0743119,123.8972026,122.7322408,122.0084828,123.1805063,123.6989331,120.620216,119.848883,119.9787224,114.7880189,115.9043137,117.5597382,115.6155725,115.7053994,115.617531,114.8470022,112.074438,113.1460728,112.0148498,110.6473463,111.5240178,109.7217172,110.0527813,107.8562147,106.4837339,106.1792433,106.9686114,106.7767425,105.95228,101.8098708,104.4413984,100.3005721,98.2105996,102.7854844,101.5031987,100.5833237,99.0501196,99.99426094,98.0012148,97.76340961,96.58067433,97.44280554,91.69889516,94.72128793,95.44353276,93.19971423,94.53110245,91.51619151,89.38026071,91.01486842,92.71363596,89.45829268,90.12770359,87.36860966,88.41816943,86.81006409,87.45283754,86.88768838,84.79107037,81.31074538,84.87458452,85.27076235,83.64625348,79.96326998,81.35604842,79.9672388,78.73192828,80.86957813,80.12330822,79.29094805,78.5737996,76.38102721,74.38760195,76.08517343
120001A,01-Mar-2000 00:00:00,193.0325907,194.9043857,196.2095816,191.0594662,189.2821622,183.3348298,182.4802898,181.5272027,179.9636204,178.719729,176.2949021,171.1460728,167.983168,167.4885446,166.9517347,167.1371681,165.189525,163.4023762,158.5926266,161.4984541,158.7356463,158.2743674,155.8139676,151.249375,155.0117223,152.8594654,150.8265939,150.505041,148.9610834,149.1462138,148.7699078,147.7177522,142.1715183,144.0761077,142.2603081,141.00059,140.1917914,141.76897,140.0834558,136.5765234,136.5740504,134.6304275,136.4558749,132.4518936,130.8926541,132.1225697,133.7544556,131.3149647,130.6072344,127.8317775,127.6206461,127.7317445,129.680637,125.1757553,125.3889616,124.4725003,124.2170616,120.1111219,122.2092018,122.0989876,117.8519262,117.6593021,117.9794489,114.380128,113.8477518,116.770314,115.1165366,116.9395633,115.1092353,111.4898277,113.5788954,113.8435222,112.6454952,113.789091,108.5666795,109.5202636,106.2801992,105.6541445,106.2495525,108.436306,101.8868389,105.4314688,104.4999746,101.3056665,102.3959014,104.155239,101.9500267,101.1366481,101.3177415,98.37280845,97.68049326,100.0052328,99.43095577,98.75237502,97.85416176,93.18003171,94.81350281,94.25030393,93.80833625,90.75304324,91.98236784,89.76769089,90.87270816,88.58801564,92.04266295,90.73263913,85.47638075,85.68669925,86.19375185,85.98243682,89.10964943,86.54591456,81.64086885,85.29395237,81.52161966,81.32842016,82.93498303,83.32787585,78.69414268,82.57845932,78.84871802,81.16605042,77.03300409,78.31476667,78.08867008,77.59511835,78.12555367,78.35913045
120001A,01-Mar-2000 01:00:00,194.401776,193.7787224,195.959364,195.4045106,186.9732734,188.430447,184.6255459,185.0331884,181.8248837,179.090508,173.5338767,173.8402956,171.5017345,172.4212155,167.0193998,163.2243881,166.0169357,162.0959111,161.5510665,160.4124701,158.5552288,158.53101,157.2392287,155.1847979,154.2510275,151.1283453,152.9918923,147.1927085,146.9215882,145.5292279,143.7834526,144.999145,146.2840805,146.498719,141.205129,142.0018077,142.8085453,136.5710033,136.3109259,137.5714017,137.0516372,136.6146745,133.2904102,131.9789142,132.7953593,134.6524794,131.0453607,131.3620274,128.3413526,127.0550864,129.7165187,127.508101,129.1672518,124.5374672,121.9088511,123.0629053,122.2173655,122.5587954,123.2303519,119.3252803,120.08383,118.911151,119.1348417,118.8481309,115.0556075,117.1712891,117.4153662,116.8670169,115.696594,111.9323719,112.1199118,112.5670766,112.6919545,109.4848723,111.3863741,110.9073286,107.2777044,107.1615041,106.8523304,106.1528679,106.0669898,105.3425999,103.1539057,105.6613921,100.7183076,104.531428,98.32742097,102.0729703,101.9597506,97.01182732,97.65680084,99.14591809,97.56955864,98.07544733,97.11344065,97.42213255,95.17919361,91.35230125,92.69621788,94.56978855,90.66415896,92.54298096,90.58348842,88.06585666,90.56733543,90.4057181,89.55073029,86.67904479,89.58843274,86.76877622,86.53106579,85.86240404,84.69982399,83.9877954,84.29077559,82.45911182,84.60553941,81.55540333,79.99988887,81.01119873,77.87297655,80.07190333,78.3568171,77.07428892,76.95639678,76.75387214,76.68870682,77.37525149
120001A,01-Mar-2000 02:00:00,194.8017034,195.1920859,192.9567022,192.2306548,190.3595426,188.4619231,182.7127687,179.9761864,178.5523022,177.4522014,172.0062351,174.5015905,171.4713926,165.5280239,166.9041375,167.7498112,162.3551412,161.3117502,159.4730505,159.4765905,159.606038,158.8540584,153.3292992,154.9888806,152.9470805,154.5821059,150.3633084,148.8101542,149.707262,148.5474954,146.873755,146.0776072,144.6904615,141.7921295,144.9980283,140.1437102,140.9981799,140.8953933,137.9953199,136.2541446,137.0980929,138.4231997,134.2040077,132.6702206,133.3601787,133.0521847,131.8366239,131.6037729,130.2639335,127.4768092,129.4899292,128.0386226,124.5778283,124.6388863,121.497177,125.5681012,120.202969,122.5010289,121.6337665,123.0484277,120.3809575,121.2057226,118.3677765,118.3086907,115.2469648,118.6663791,114.8210146,113.0389019,111.6293971,112.5154405,115.4884852,112.5464758,112.2951574,112.4640386,107.1354294,108.1738752,105.9256451,108.3630969,106.042742,109.4464563,106.2372023,106.8617841,100.3003096,103.9310973,101.9300727,103.4131572,102.1708533,102.1218782,100.5601121,99.24965595,98.89053458,99.01357132,95.32622026,98.5236711,98.44983812,95.82388457,96.13458547,94.60896164,95.40034079,94.80511684,93.61208298,92.19383778,92.53405577,92.00128185,89.56989125,89.89591218,90.35792113,86.82250156,86.05608054,86.74718018,85.89014561,84.63875523,85.89422727,83.40708091,82.46669763,83.63401403,80.52661759,81.19003846,80.78501838,81.38590309,81.04059655,81.42873477,78.26879627,77.92237929,77.09010165,74.3389559,76.59395066,74.74530362
120001A,01-Mar-2000 03:00:00,191.3909314,195.0263421,193.3131144,191.525719,187.1205724,184.4095719,184.9637996,183.861769,179.2112693,175.5644597,174.1643765,173.7966976,168.6351209,171.1634692,167.7102861,166.9777482,162.7224132,162.4215504,161.9713141,161.2844249,158.794584,156.0663388,155.127687,153.8745811,155.069211,155.0324279,150.4157042,147.8601987,148.3815757,151.0753872,146.1714153,146.2921663,144.1126652,145.1270007,141.2825047,142.0033286,140.8773063,141.2575621,135.8097552,137.8948391,137.8465784,135.1063063,132.7551865,133.0151949,132.5671873,129.2477765,131.4297978,130.9064072,131.8692575,130.6205417,124.6834503,127.8914934,127.4302823,125.8350103,122.7071598,123.8275573,121.5699952,121.1729349,124.4216758,124.1449829,119.2484491,118.2493565,119.6519436,116.9090223,116.6022352,119.3534225,114.8255065,115.7763783,112.4717596,115.5644576,114.1951531,113.6416984,110.1848851,108.602293,109.0367524,106.0334165,108.333529,103.8721269,106.6128259,108.6671868,107.9642999,105.9018843,103.9693913,103.3851324,100.8771696,101.8984626,100.4920185,101.1724757,99.93929291,100.0249926,97.45982882,96.68427739,97.30047384,99.39070604,92.59310718,97.45779213,97.53487132,92.57364614,92.7498147,91.49576019,91.63696213,90.04066636,89.64020449,91.68564656,88.60747139,89.06395828,90.81925812,89.46169024,85.10279993,88.42954334,85.65758564,82.34108607,83.19962848,83.8977758,82.90362795,82.8043305,81.84791273,78.75470621,80.88097308,80.91775054,81.21107585,79.26172411,78.96537947,80.04022024,75.47551348,79.16078286,76.99316632,73.47599502
120001A,01-Mar-2000 04:00:00,193.7849134,194.9118902,193.5844088,193.0103328,192.120349,186.68109,184.3836831,183.1032487,177.3232219,177.1889518,177.2687539,175.9720664,172.9832992,170.4829049,168.2764449,164.8943555,165.5902301,163.0152814,158.9894957,158.3733825,158.3506805,157.4752845,155.091913,154.966812,151.9305882,150.7015251,151.4779558,149.3012072,147.7293981,147.5537651,144.9647658,146.0459479,146.7909537,140.993546,142.9186651,140.4710486,139.6652361,138.3968756,135.8199204,139.2024824,137.1320043,135.5847671,133.1952159,135.3674434,133.1098376,132.8622681,128.591233,131.732724,130.1803331,126.2618072,128.6005548,129.1120026,124.4875534,125.4337728,123.6359597,123.2160181,123.2729244,122.107082,123.4963624,118.5306353,118.8351058,120.3860858,118.3730499,120.4666341,113.4350262,116.5497915,117.8652295,112.4823622,111.2448008,113.9916349,110.2038144,114.8283602,112.3304498,111.0900411,108.7091836,109.3394479,109.4297464,109.317485,105.9207605,106.4315464,107.1398878,104.3858916,103.0752221,101.2100827,102.5338157,102.6333221,102.4207879,97.61834577,98.88466565,98.89341067,100.6299757,98.85961838,94.88166369,94.54641129,94.46304706,95.8382932,94.67585433,94.30242553,95.11956467,94.91105708,92.86158696,93.08318033,93.83940653,90.64025784,90.94891064,86.97542059,85.43997324,87.58853278,88.98798,87.40582212,86.55958501,84.7278424,84.34520194,84.86860688,84.41788195,81.33270436,83.26485792,80.31300795,82.03573176,78.79312517,78.59117525,78.7595491,79.76955933,77.66651139,79.48528015,76.27409975,73.82565291,75.74016629
120001A,01-Mar-2000 05:00:00,191.0302831,194.8272139,191.1518729,194.5011795,192.0390297,187.0481072,183.983301,184.3709061,180.8182682,175.4383523,176.3096791,173.860647,170.7326091,168.5359312,167.7834296,163.0893389,162.7853844,163.5695286,161.4176187,158.3977745,158.8202504,155.5942026,154.2428704,150.7498307,153.9938618,150.1312782,150.4985936,151.3843255,147.2406199,149.4618121,147.6503943,144.9243525,144.1610167,142.6715539,145.4515713,142.8250442,141.0634672,136.2098666,140.3578969,138.1060056,136.4807751,135.362836,134.9898535,136.0626396,134.6133894,134.7821591,132.498393,131.8057083,129.2127238,125.6130716,129.5849238,128.2812341,127.8530862,124.6667799,126.7549212,125.0927414,121.3212634,124.7582077,120.0983718,118.4585152,119.3969582,118.1993091,118.2704305,117.8159355,118.9693235,114.4846761,114.3692325,111.6679572,113.2488433,112.1414648,113.9567946,111.5448769,108.6628269,106.528669,112.2504506,108.7119746,111.6446731,107.3809177,107.7383556,102.8866662,102.9459755,103.742449,104.5270743,101.4535144,99.58749066,101.7053847,102.5921373,98.34305052,99.6128906,99.72115437,101.0577594,99.24516574,97.50265193,96.94880084,96.98909117,97.49433607,95.18117407,90.81123049,93.27632955,90.59201152,93.43969196,88.3343851,89.99091328,90.9386968,89.34151108,86.24064461,90.19881695,89.92296131,88.9999534,85.41653782,88.94942511,84.86832036,85.53059062,84.75733067,84.88457224,81.7399319,80.47031446,80.7032301,81.61043682,80.7777886,77.86255969,81.89655387,78.92381525,80.5403319,78.05985106,76.67693359,75.77773664,74.97674171
120001A,01-Mar-2000 06:00:00,193.6305471,191.792161,194.1328533,191.3401765,186.7961021,189.1626427,186.0742766,182.1376026,178.4123901,177.6220396,175.1576736,176.0010761,170.7996532,170.4678605,166.8717396,166.0909571,160.3779904,160.8273279,162.7309174,159.608623,158.2138024,156.6973152,153.9039283,156.1454431,149.55785,151.6793898,151.6392006,153.0427257,150.2716901,146.2742795,147.1830687,145.6834709,144.0278798,144.9994437,142.9270189,141.5814332,138.665852,141.6110482,139.0010629,138.9904335,135.4777752,132.8592104,136.1835297,134.9940097,134.8074249,132.9800195,128.644762,130.2995125,130.2753211,128.6804745,126.9998464,130.3289944,125.7733735,128.8152226,126.9210746,124.5843665,120.7673808,121.6761823,121.7203968,121.7899833,117.8310213,119.8441041,115.9484832,115.0858065,113.3943203,115.2331073,113.755021,112.581122,112.162056,110.0081489,112.3707225,113.4175231,110.183048,110.7319981,110.3035981,107.5906789,107.3097609,106.5214304,106.8859054,103.3418783,106.0108819,104.9623555,104.8174745,105.732884,102.8652232,102.7830057,102.5849213,100.8416377,100.4651605,97.34673825,98.46357214,95.0977776,95.43620206,95.47925816,94.2588623,98.1697284,92.14184126,94.37764261,93.68257495,92.99258348,91.46402608,89.37801301,88.90977633,88.86077761,87.86204608,90.96654853,86.65957262,86.61513918,85.50528839,86.27446962,84.55101494,87.37789462,84.64589625,84.94668317,84.35909948,86.214869,81.96927152,83.35061051,83.75955609,81.40940928,79.97576784,77.09752063,76.37335285,75.30777146,75.11143714,75.33270178,76.60036493,72.70169048
120001A,01-Mar-2000 07:00:00,190.6705851,192.614446,196.3644135,192.5956264,191.3218619,187.5317902,184.2337765,182.4473687,181.2491612,179.6996291,175.5491563,170.7478908,171.7140423,168.1509579,164.6361274,163.1671187,161.1537104,164.9553473,161.0002122,157.9392349,158.6973255,159.3888831,156.1312322,156.3703677,154.9458939,152.7205232,151.2738746,149.6789465,148.1139183,147.8383522,145.1946789,145.9517667,143.9895188,145.3649666,142.904122,141.3297903,142.2276134,140.0930855,138.4160922,136.3641974,138.7188841,136.1484523,133.0676507,135.7100795,134.7146285,130.9041331,132.8450491,131.2221059,130.8710896,127.4424182,126.3711074,124.8608838,126.5153742,122.9743062,124.8712251,122.2386316,122.765357,121.539085,122.2940011,120.0845093,122.378899,117.1450289,120.7598754,117.4440077,116.924871,116.8201315,113.0945349,116.2037299,113.3893719,112.8605485,111.9242248,109.1530606,113.8917455,110.6380905,109.2685545,108.8912565,107.9681826,108.4949876,106.0908337,107.108928,106.6650451,106.0570524,104.3051607,102.1736238,101.2251416,101.4249446,99.91721163,101.3826134,100.753239,95.57771986,98.83243769,96.62428455,99.53985657,98.80120953,95.27556218,95.42416106,95.55047535,93.58140211,91.89288466,93.82923086,92.14500358,90.77151574,92.66434043,91.42545802,91.07326442,89.1846545,87.3961438,88.65077967,87.6149407,88.29051022,88.08200628,83.24369216,86.86703816,83.51717731,81.54288924,85.56390472,81.25930077,82.80107859,81.78476653,77.48326328,80.83134633,76.83108806,77.80500508,78.95226684,75.49235693,73.93555017,76.74769111,74.01066655
120001A,01-Mar-2000 08:00:00,193.0661308,196.3322545,192.8940717,189.6094599,191.8097087,188.157419,185.8636473,183.678788,179.764369,177.6622067,174.1510396,171.7090876,172.9769232,168.2486345,168.0561262,164.7524974,166.0411858,164.7884509,160.1785824,160.1223668,157.8558598,158.9710749,155.1698503,156.8447337,150.8465854,153.1923055,151.9336998,152.0928845,149.9302762,148.717841,144.6630209,145.4281428,143.3575866,142.4573231,145.3687976,143.1370872,138.4059182,141.2790744,139.5169329,137.2638572,138.2147184,135.5558806,134.9085968,132.2955296,132.9996969,134.6098786,131.724315,129.2906483,131.0466271,129.7453966,127.5303373,127.3849359,127.0976852,126.108514,121.7615656,124.2818103,121.7600282,121.4587613,121.1117274,120.4273154,119.1598108,120.4398414,115.1241738,118.4050196,114.516059,115.3409716,112.7232323,115.7891059,110.7486322,114.1771943,109.2445592,111.3031225,109.5965581,112.9869962,111.9973228,109.310852,107.4707886,110.0395927,107.88248,105.6796408,107.8124494,106.5370036,105.8214662,104.0657297,103.5798227,103.4716864,103.6192242,102.3740534,102.0398095,99.93748541,101.4397491,99.16376717,96.77021059,99.35962409,95.56415545,96.44597781,94.03413039,96.50315302,93.77942687,91.89645726,91.46465232,91.56126994,92.68055258,89.69346502,90.93263202,88.84328356,90.92864331,88.60984997,89.3495448,88.08445532,86.18509509,88.93288265,84.81045356,87.08740271,85.11605777,84.63329797,83.52854685,81.19726386,83.65875649,82.74382548,82.85380231,76.66439301,75.81980854,79.36391215,80.37216482,77.49048995,77.88069101,76.28862521
