time,Water_Temperature_degC,Conductivity_uS_per_cm,Pressure_dbar,Turbidity_FNU,Site_number
02-Mar-2000 12:00:00,15,19.6,3.955808307,817.244720591896,120001A
02-Mar-2000 13:00:00,15,19.6,3.938500383,815.558853971714,120001A
02-Mar-2000 14:00:00,15,19.6,3.918225042,840.031262022401,120001A
02-Mar-2000 15:00:00,15,19.6,3.899378697,838.111725910263,120001A
02-Mar-2000 16:00:00,15,19.6,3.88017211,806.936401815547,120001A
02-Mar-2000 17:00:00,15,19.6,3.859954565,816.784172489591,120001A
02-Mar-2000 18:00:00,15,19.6,3.841020571,820.660437140811,120001A
02-Mar-2000 19:00:00,15,19.6,3.826813738,808.774281370317,120001A
02-Mar-2000 20:00:00,15,19.6,3.808706632,833.384210126241,120001A
02-Mar-2000 21:00:00,15,19.6,3.790308284,795.225862824469,120001A
02-Mar-2000 22:00:00,15,19.6,3.774368538,776.280455859749,120001A
02-Mar-2000 23:00:00,15,19.6,3.760060154,775.040362486937,120001A
03-Mar-2000 00:00:00,15,19.6,3.746328742,791.563770231473,120001A
03-Mar-2000 01:00:00,15,19.6,3.728977833,752.199745606615,120001A
03-Mar-2000 02:00:00,15,19.6,3.708146992,774.81918461616,120001A
03-Mar-2000 03:00:00,15,19.6,3.688083208,742.285021341746,120001A
03-Mar-2000 04:00:00,15,19.6,3.667542797,734.976938831152,120001A
03-Mar-2000 05:00:00,15,19.6,3.647141722,718.841360435749,120001A
03-Mar-2000 06:00:00,15,19.6,3.624255602,732.574013515037,120001A
03-Mar-2000 07:00:00,15,19.6,3.603393964,742.42942934867,120001A
03-Mar-2000 08:00:00,15,19.6,3.586926455,755.927963087893,120001A
03-Mar-2000 09:00:00,15,19.6,3.57207084,739.989245863559,120001A
03-Mar-2000 10:00:00,15,19.6,3.548265122,734.140639873494,120001A
03-Mar-2000 11:00:00,15,19.6,3.520908953,775.033459194694,120001A
03-Mar-2000 12:00:00,15,19.6,3.494868462,729.503134940666,120001A
03-Mar-2000 13:00:00,15,19.6,3.472823294,735.297595586414,120001A
03-Mar-2000 14:00:00,15,19.6,3.444059011,711.828374767767,120001A
03-Mar-2000 15:00:00,15,19.6,3.413207319,738.195814743488,120001A
03-Mar-2000 16:00:00,15,19.6,3.39054795,705.672407843323,120001A
03-Mar-2000 17:00:00,15,19.6,3.370087517,702.801076813693,120001A
03-Mar-2000 18:00:00,15,19.6,3.349613106,738.65293924895,120001A
03-Mar-2000 19:00:00,15,19.6,3.329386515,724.583214249966,120001A
03-Mar-2000 20:00:00,15,19.6,3.311449105,720.538909552634,120001A
03-Mar-2000 21:00:00,15,19.6,3.291146343,686.874310762931,120001A
03-Mar-2000 22:00:00,15,19.6,3.272304062,688.175645596849,120001A
03-Mar-2000 23:00:00,15,19.6,3.251891755,669.739340453425,120001A
04-Mar-2000 00:00:00,15,19.6,3.229359198,688.540234299098,120001A
04-Mar-2000 01:00:00,15,19.6,3.209897612,647.665063998616,120001A
04-Mar-2000 02:00:00,15,19.6,3.190498016,691.462795085488,120001A
04-Mar-2000 03:00:00,15,19.6,3.170675447,649.107735091454,120001A
04-Mar-2000 04:00:00,15,19.6,3.151293105,671.066091684899,120001A
04-Mar-2000 05:00:00,15,19.6,3.135961903,662.139280523069,120001A
04-Mar-2000 06:00:00,15,19.6,3.122687313,654.821417917138,120001A
04-Mar-2000 07:00:00,15,19.6,3.109481408,670.830311154227,120001A
04-Mar-2000 08:00:00,15,19.6,3.096733653,648.823787162399,120001A
04-Mar-2000 09:00:00,15,19.6,3.082010545,668.443791454722,120001A
04-Mar-2000 10:00:00,15,19.6,3.061585187,623.569959607965,120001A
04-Mar-2000 11:00:00,15,19.6,3.033168337,626.766606733515,120001A
04-Mar-2000 12:00:00,15,19.6,3.01431693,646.379164252215,120001A
04-Mar-2000 13:00:00,15,19.6,2.997409458,667.914164338593,120001A
04-Mar-2000 14:00:00,15,19.6,2.97646448,655.33725067515,120001A
04-Mar-2000 15:00:00,15,19.6,2.959007803,640.300525400357,120001A
04-Mar-2000 16:00:00,15,19.6,2.94066643,641.333552470142,120001A
04-Mar-2000 17:00:00,15,19.6,2.919183627,632.04848482215,120001A
04-Mar-2000 18:00:00,15,19.6,2.901451583,613.686997328816,120001A
04-Mar-2000 19:00:00,15,19.6,2.883548021,618.669426870221,120001A
04-Mar-2000 20:00:00,15,19.6,2.863071999,635.461376745471,120001A
04-Mar-2000 21:00:00,15,19.6,2.842745825,616.204724175049,120001A
04-Mar-2000 22:00:00,15,19.6,2.826337278,609.935238084224,120001A
04-Mar-2000 23:00:00,15,19.6,2.807024932,600.33935880764,120001A
05-Mar-2000 00:00:00,15,19.6,2.787447289,636.802645216187,120001A
05-Mar-2000 01:00:00,15,19.6,2.768583834,597.125089402,120001A
05-Mar-2000 02:00:00,15,19.6,2.75089291,605.574535752357,120001A
05-Mar-2000 03:00:00,15,19.6,2.733738265,595.534743607014,120001A
05-Mar-2000 04:00:00,15,19.6,2.714929673,599.134127668037,120001A
05-Mar-2000 05:00:00,15,19.6,2.695844737,597.63282056632,120001A
05-Mar-2000 06:00:00,15,19.6,2.675494178,605.782385486119,120001A
05-Mar-2000 07:00:00,15,19.6,2.655119997,588.345920611555,120001A
05-Mar-2000 08:00:00,15,19.6,2.635568019,580.505825183241,120001A
05-Mar-2000 09:00:00,15,19.6,2.617128609,590.405008410477,120001A
05-Mar-2000 10:00:00,15,19.6,2.594011452,564.237822032492,120001A
05-Mar-2000 11:00:00,15,19.6,2.564504401,568.902143686108,120001A
05-Mar-2000 12:00:00,15,19.6,2.541658523,561.33965918133,120001A
05-Mar-2000 13:00:00,15,19.6,2.520851371,567.382433091568,120001A
05-Mar-2000 14:00:00,15,19.6,2.497585037,548.239757697962,120001A
05-Mar-2000 15:00:00,15,19.6,2.472518149,546.314365873468,120001A
05-Mar-2000 16:00:00,15,19.6,2.447556414,524.517188680856,120001A
05-Mar-2000 17:00:00,15,19.6,2.424237176,548.062127279886,120001A
05-Mar-2000 18:00:00,15,19.6,2.403295782,527.286808896254,120001A
05-Mar-2000 19:00:00,15,19.6,2.381254688,531.057051289976,120001A
05-Mar-2000 20:00:00,15,19.6,2.357752444,556.746422314033,120001A
05-Mar-2000 21:00:00,15,19.6,2.3358559,527.165393267868,120001A
05-Mar-2000 22:00:00,15,19.6,2.318290457,531.355313901249,120001A
05-Mar-2000 23:00:00,15,19.6,2.29655814,529.517258437479,120001A
06-Mar-2000 00:00:00,15,19.6,2.279275489,539.494415499163,120001A
06-Mar-2000 01:00:00,15,19.6,2.260558665,548.961211674366,120001A
06-Mar-2000 02:00:00,15,19.6,2.239471748,499.47590721384,120001A
06-Mar-2000 03:00:00,15,19.6,2.218552748,483.578344694644,120001A
06-Mar-2000 04:00:00,15,19.6,2.196577778,492.790855651995,120001A
06-Mar-2000 05:00:00,15,19.6,2.174425148,490.566106548649,120001A
06-Mar-2000 06:00:00,15,19.6,2.149877316,510.309239689887,120001A
06-Mar-2000 07:00:00,15,19.6,2.126410095,471.365332323655,120001A
06-Mar-2000 08:00:00,15,19.6,2.105649478,519.190189078586,120001A
06-Mar-2000 09:00:00,15,19.6,2.088683248,466.858493362003,120001A
06-Mar-2000 10:00:00,15,19.6,2.066262294,489.314251374808,120001A
06-Mar-2000 11:00:00,15,19.6,2.040439237,470.263498037735,120001A
06-Mar-2000 12:00:00,15,19.6,2.014441138,463.18303158749,120001A
06-Mar-2000 13:00:00,15,19.6,1.990905792,460.340424486704,120001A
06-Mar-2000 14:00:00,15,19.6,1.962527821,462.364129420028,120001A
06-Mar-2000 15:00:00,15,19.6,1.939303625,440.800620663169,120001A
06-Mar-2000 16:00:00,15,19.6,1.917000231,474.426818325736,120001A
06-Mar-2000 17:00:00,15,19.6,1.895738607,438.896726577956,120001A
06-Mar-2000 18:00:00,15,19.6,1.876037648,441.641124913611,120001A
06-Mar-2000 19:00:00,15,19.6,1.853492424,435.329057591703,120001A
06-Mar-2000 20:00:00,15,19.6,1.832503138,441.971073219862,120001A
06-Mar-2000 21:00:00,15,19.6,1.815370991,445.502223797508,120001A
06-Mar-2000 22:00:00,15,19.6,1.795603591,429.734122953215,120001A
06-Mar-2000 23:00:00,15,19.6,1.774396725,429.144523730462,120001A
07-Mar-2000 00:00:00,15,19.6,1.755051279,425.153359950405,120001A
07-Mar-2000 01:00:00,15,19.6,1.73363201,438.776024143671,120001A
07-Mar-2000 02:00:00,15,19.6,1.712608872,419.466889590214,120001A
07-Mar-2000 03:00:00,15,19.6,1.694180754,421.882876305886,120001A
07-Mar-2000 04:00:00,15,19.6,1.677363249,418.057538660717,120001A
07-Mar-2000 05:00:00,15,19.6,1.660298898,430.868510598538,120001A
07-Mar-2000 06:00:00,15,19.6,1.641732362,415.013087099902,120001A
07-Mar-2000 07:00:00,15,19.6,1.622523294,428.819634353483,120001A
07-Mar-2000 08:00:00,15,19.6,1.609271757,397.347698947052,120001A
07-Mar-2000 09:00:00,15,19.6,1.595108359,402.867075090933,120001A
07-Mar-2000 10:00:00,15,19.6,1.570594241,382.895954843202,120001A
07-Mar-2000 11:00:00,15,19.6,1.545036419,392.937890329504,120001A
07-Mar-2000 12:00:00,15,19.6,1.52370226,384.585348112303,120001A
07-Mar-2000 13:00:00,15,19.6,1.503106532,381.654393206178,120001A
07-Mar-2000 14:00:00,15,19.6,1.484091977,408.639369110396,120001A
07-Mar-2000 15:00:00,15,19.6,1.467083874,379.381024319876,120001A
07-Mar-2000 16:00:00,15,19.6,1.450418796,401.228992535034,120001A
07-Mar-2000 17:00:00,15,19.6,1.433182117,402.541314322328,120001A
07-Mar-2000 18:00:00,15,19.6,1.416339713,375.364262821108,120001A
07-Mar-2000 19:00:00,15,19.6,1.399032897,364.687468659622,120001A
07-Mar-2000 20:00:00,15,19.6,1.379174547,358.147197915204,120001A
07-Mar-2000 21:00:00,15,19.6,1.357299906,366.521874592763,120001A
07-Mar-2000 22:00:00,15,19.6,1.339614408,360.764992661268,120001A
07-Mar-2000 23:00:00,15,19.6,1.324707931,357.595873091385,120001A
08-Mar-2000 00:00:00,15,19.6,1.309832571,347.015912835055,120001A
08-Mar-2000 01:00:00,15,19.6,1.294915666,355.44760018227,120001A
08-Mar-2000 02:00:00,15,19.6,1.280025741,346.586253148634,120001A
08-Mar-2000 03:00:00,15,19.6,1.265396073,342.070497602209,120001A
08-Mar-2000 04:00:00,15,19.6,1.250788128,345.229727327929,120001A
08-Mar-2000 05:00:00,15,19.6,1.236527043,331.874628985621,120001A
08-Mar-2000 06:00:00,15,19.6,1.223823132,331.733108846799,120001A
08-Mar-2000 07:00:00,15,19.6,1.208961591,337.675409597482,120001A
08-Mar-2000 08:00:00,15,19.6,1.194130176,343.547554781804,120001A
08-Mar-2000 09:00:00,15,19.6,1.180259837,333.8023852379,120001A
08-Mar-2000 10:00:00,15,19.6,1.166003652,332.976740797354,120001A
08-Mar-2000 11:00:00,15,19.6,1.150697934,318.30544929179,120001A
08-Mar-2000 12:00:00,15,19.6,1.13408712,325.430127523997,120001A
08-Mar-2000 13:00:00,15,19.6,1.115982404,311.544145443177,120001A
08-Mar-2000 14:00:00,15,19.6,1.100102756,323.668992662639,120001A
08-Mar-2000 15:00:00,15,19.6,1.085907708,298.493051172961,120001A
08-Mar-2000 16:00:00,15,19.6,1.071080781,316.741054113657,120001A
08-Mar-2000 17:00:00,15,19.6,1.054625836,296.528850408008,120001A
08-Mar-2000 18:00:00,15,19.6,1.03905229,311.724064236725,120001A
08-Mar-2000 19:00:00,15,19.6,1.026217896,297.13821716445,120001A
08-Mar-2000 20:00:00,15,19.6,1.014649867,291.802540623723,120001A
08-Mar-2000 21:00:00,15,19.6,1.00276172,308.749461954172,120001A
08-Mar-2000 22:00:00,15,19.6,0.991323828,304.646716993364,120001A
08-Mar-2000 23:00:00,15,19.6,0.979919748,303.3603325568,120001A
09-Mar-2000 00:00:00,15,19.6,0.968468247,290.912536160372,120001A
09-Mar-2000 01:00:00,15,19.6,0.95720839,298.875030229067,120001A
09-Mar-2000 02:00:00,15,19.6,0.945863709,285.52008874731,120001A
09-Mar-2000 03:00:00,15,19.6,0.93390776,293.863889193236,120001A
09-Mar-2000 04:00:00,15,19.6,0.921657452,293.622959714799,120001A
09-Mar-2000 05:00:00,15,19.6,0.909362845,282.822279703889,120001A
09-Mar-2000 06:00:00,15,19.6,0.896994979,286.980965668192,120001A
09-Mar-2000 07:00:00,15,19.6,0.88461481,275.093895039457,120001A
09-Mar-2000 08:00:00,15,19.6,0.872638414,273.42089205746,120001A
09-Mar-2000 09:00:00,15,19.6,0.861139775,298.057177841114,120001A
09-Mar-2000 10:00:00,15,19.6,0.849576309,277.901232367056,120001A
09-Mar-2000 11:00:00,15,19.6,0.837676302,272.633901269378,120001A
09-Mar-2000 12:00:00,15,19.6,0.825299593,272.914411898015,120001A
09-Mar-2000 13:00:00,15,19.6,0.813052109,262.273243791152,120001A
09-Mar-2000 14:00:00,15,19.6,0.801661937,272.23086308239,120001A
09-Mar-2000 15:00:00,15,19.6,0.791948943,267.489255478994,120001A
09-Mar-2000 16:00:00,15,19.6,0.781701438,266.456797897962,120001A
09-Mar-2000 17:00:00,15,19.6,0.770279664,261.674576552395,120001A
09-Mar-2000 18:00:00,15,19.6,0.760966687,265.670878885126,120001A
09-Mar-2000 19:00:00,15,19.6,0.752298299,255.793661942001,120001A
09-Mar-2000 20:00:00,15,19.6,0.743262823,263.768104940306,120001A
09-Mar-2000 21:00:00,15,19.6,0.732511636,262.603467491998,120001A
09-Mar-2000 22:00:00,15,19.6,0.721315312,269.273417232799,120001A
09-Mar-2000 23:00:00,15,19.6,0.713896418,260.870070414676,120001A
10-Mar-2000 00:00:00,15,19.6,0.706967732,256.465551745817,120001A
10-Mar-2000 01:00:00,15,19.6,0.698623515,252.539912188157,120001A
10-Mar-2000 02:00:00,15,19.6,0.689901584,242.520811096364,120001A
10-Mar-2000 03:00:00,15,19.6,0.681793004,253.258292071235,120001A
10-Mar-2000 04:00:00,15,19.6,0.67337562,252.052843018676,120001A
10-Mar-2000 05:00:00,15,19.6,0.664173773,237.816840787744,120001A
10-Mar-2000 06:00:00,15,19.6,0.654532961,236.187562113534,120001A
10-Mar-2000 07:00:00,15,19.6,0.64399017,227.034705269994,120001A
10-Mar-2000 08:00:00,15,19.6,0.633085926,238.902803167331,120001A
10-Mar-2000 09:00:00,15,19.6,0.623469413,249.421212097908,120001A
10-Mar-2000 10:00:00,15,19.6,0.615086465,241.78592704287,120001A
10-Mar-2000 11:00:00,15,19.6,0.604720389,229.198742945209,120001A
10-Mar-2000 12:00:00,15,19.6,0.59190698,237.879681733861,120001A
10-Mar-2000 13:00:00,15,19.6,0.580552358,240.128783436525,120001A
10-Mar-2000 14:00:00,15,19.6,0.571834062,227.512595684059,120001A
10-Mar-2000 15:00:00,15,19.6,0.563498621,228.693922393311,120001A
10-Mar-2000 16:00:00,15,19.6,0.555363272,232.647963276902,120001A
10-Mar-2000 17:00:00,15,19.6,0.548354121,235.36827653967,120001A
10-Mar-2000 18:00:00,15,19.6,0.542710447,229.221473645326,120001A
10-Mar-2000 19:00:00,15,19.6,0.536880752,223.336178531664,120001A
10-Mar-2000 20:00:00,15,19.6,0.53052084,225.896730440743,120001A
10-Mar-2000 21:00:00,15,19.6,0.5237544,233.518408749646,120001A
10-Mar-2000 22:00:00,15,19.6,0.516037715,226.126681250932,120001A
10-Mar-2000 23:00:00,15,19.6,0.507458505,214.358368189495,120001A
11-Mar-2000 00:00:00,15,19.6,0.498969204,219.93202790462,120001A
11-Mar-2000 01:00:00,15,19.6,0.490232843,219.681956485598,120001A
11-Mar-2000 02:00:00,15,19.6,0.481409984,215.19352191733,120001A
11-Mar-2000 03:00:00,15,19.6,0.474346529,222.966902172257,120001A
11-Mar-2000 04:00:00,15,19.6,0.468400922,216.281550594551,120001A
11-Mar-2000 05:00:00,15,19.6,0.462325393,209.446373744224,120001A
11-Mar-2000 06:00:00,15,19.6,0.45597802,216.209612830324,120001A
11-Mar-2000 07:00:00,15,19.6,0.449508818,212.600766682599,120001A
11-Mar-2000 08:00:00,15,19.6,0.443024136,207.519015260033,120001A
11-Mar-2000 09:00:00,15,19.6,0.436210424,199.301006780229,120001A
11-Mar-2000 10:00:00,15,19.6,0.426960147,202.15259576659,120001A
11-Mar-2000 11:00:00,15,19.6,0.414085378,202.993209620204,120001A
11-Mar-2000 12:00:00,15,19.6,0.400596834,198.460703279803,120001A
11-Mar-2000 13:00:00,15,19.6,0.387083161,197.902105925465,120001A
11-Mar-2000 14:00:00,15,19.6,0.37415545,194.16181248888,120001A
11-Mar-2000 15:00:00,15,19.6,0.36275869,191.563595848974,120001A
11-Mar-2000 16:00:00,15,19.6,0.352751934,191.408826811278,120001A
11-Mar-2000 17:00:00,15,19.6,0.344433175,198.563257061783,120001A
11-Mar-2000 18:00:00,15,19.6,0.341583232,187.64925086171,120001A
11-Mar-2000 19:00:00,15,19.6,0.338151351,187.769089894766,120001A
11-Mar-2000 20:00:00,15,19.6,0.331473955,188.297121741959,120001A
11-Mar-2000 21:00:00,15,19.6,0.325596118,190.406097966102,120001A
11-Mar-2000 22:00:00,15,19.6,0.32024456,192.802310318424,120001A
11-Mar-2000 23:00:00,15,19.6,0.316203622,187.743545840453,120001A
12-Mar-2000 00:00:00,15,19.6,0.314986215,192.873551244834,120001A
12-Mar-2000 01:00:00,15,19.6,0.312069386,185.940036236002,120001A
12-Mar-2000 02:00:00,15,19.6,0.308415461,192.623321826856,120001A
12-Mar-2000 03:00:00,15,19.6,0.304756179,184.861094725697,120001A
12-Mar-2000 04:00:00,15,19.6,0.300760076,194.11835234252,120001A
12-Mar-2000 05:00:00,15,19.6,0.297540071,184.122319032957,120001A
12-Mar-2000 06:00:00,15,19.6,0.292183234,185.110270013368,120001A
12-Mar-2000 07:00:00,15,19.6,0.285993689,177.971118895866,120001A
12-Mar-2000 08:00:00,15,19.6,0.279290661,184.635146492025,120001A
12-Mar-2000 09:00:00,15,19.6,0.272569337,184.249869242794,120001A
12-Mar-2000 10:00:00,15,19.6,0.265829565,178.66486347704,120001A
12-Mar-2000 11:00:00,15,19.6,0.258436142,176.274581724593,120001A
12-Mar-2000 12:00:00,15,19.6,0.245785813,167.428225244849,120001A
12-Mar-2000 13:00:00,15,19.6,0.231060742,172.220317377265,120001A
12-Mar-2000 14:00:00,15,19.6,0.224119979,175.546645644114,120001A
12-Mar-2000 15:00:00,15,19.6,0.215896769,172.285868756876,120001A
12-Mar-2000 16:00:00,15,19.6,0.202519253,157.784361830614,120001A
12-Mar-2000 17:00:00,15,19.6,0.186554444,160.843703670535,120001A
12-Mar-2000 18:00:00,15,19.6,0.175423272,162.484551675248,120001A
12-Mar-2000 19:00:00,15,19.6,0.167244731,161.575817613509,120001A
12-Mar-2000 20:00:00,15,19.6,0.158726468,157.141193791498,120001A
12-Mar-2000 21:00:00,15,19.6,0.149672524,152.194424338935,120001A
12-Mar-2000 22:00:00,15,19.6,0.140863019,150.883495397975,120001A
12-Mar-2000 23:00:00,15,19.6,0.133972376,161.40420808586,120001A
13-Mar-2000 00:00:00,15,19.6,0.127822746,153.095321847329,120001A
13-Mar-2000 01:00:00,15,19.6,0.118584907,143.018641634795,120001A
13-Mar-2000 02:00:00,15,19.6,0.108401975,138.114979234809,120001A
13-Mar-2000 03:00:00,15,19.6,0.100713279,149.088628279528,120001A
13-Mar-2000 04:00:00,15,19.6,0.09449455,NaN,120001A
13-Mar-2000 05:00:00,15,19.6,0.088258186,NaN,120001A
13-Mar-2000 06:00:00,15,19.6,0.082033304,NaN,120001A
13-Mar-2000 07:00:00,15,19.6,0.075927664,NaN,120001A
13-Mar-2000 08:00:00,15,19.6,0.069973077,NaN,120001A
13-Mar-2000 09:00:00,15,19.6,0.064074952,NaN,120001A
13-Mar-2000 10:00:00,15,19.6,0.05819718,NaN,120001A
13-Mar-2000 11:00:00,15,19.6,0.052303266,NaN,120001A
13-Mar-2000 12:00:00,15,19.6,0.046393055,NaN,120001A
13-Mar-2000 13:00:00,15,19.6,0.04046639,NaN,120001A
13-Mar-2000 14:00:00,15,19.6,0.03452311,NaN,120001A
13-Mar-2000 15:00:00,15,19.6,0.027613023,NaN,120001A
13-Mar-2000 16:00:00,15,19.6,0.016645119,NaN,120001A
13-Mar-2000 17:00:00,15,19.6,0.006307408,NaN,120001A
13-Mar-2000 18:00:00,15,19.6,0.001510205,NaN,120001A
13-Mar-2000 19:00:00,15,19.6,0,NaN,120001A
13-Mar-2000 20:00:00,15,19.6,0,NaN,120001A
13-Mar-2000 21:00:00,15,19.6,0,NaN,120001A
13-Mar-2000 22:00:00,15,19.6,0,NaN,120001A
13-Mar-2000 23:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 00:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 01:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 02:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 03:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 04:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 05:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 06:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 07:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 08:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 09:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 10:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 11:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 12:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 13:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 14:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 15:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 16:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 17:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 18:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 19:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 20:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 21:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 22:00:00,15,19.6,0,NaN,120001A
14-Mar-2000 23:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 00:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 01:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 02:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 03:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 04:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 05:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 06:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 07:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 08:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 09:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 10:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 11:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 12:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 13:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 14:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 15:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 16:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 17:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 18:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 19:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 20:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 21:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 22:00:00,15,19.6,0,NaN,120001A
15-Mar-2000 23:00:00,15,19.6,0,NaN,120001A
16-Mar-2000 00:00:00,15,19.6,0,NaN,120001A
